date,ad_group_id,device,impressions,clicks,conversions,cost
2024-05-11,155673250956,DESKTOP,242,8,0,22.3
2024-05-11,148575862984,DESKTOP,123,12,4.872229,43.92
2024-05-11,155673250956,MOBILE,539,21,0,33.45
2024-05-11,148575862984,MOBILE,231,28,0,50.72
2024-05-10,155673249556,TABLET,1,0,0,0
2024-05-10,148575862984,TABLET,5,0,0,0
2024-05-10,155673249996,TABLET,1,0,0,0
2024-05-10,155673250956,TABLET,12,1,0,2.48
2024-05-10,155673249556,DESKTOP,17,2,0,4.25
2024-05-10,155673249556,MOBILE,12,2,0,1.96
2024-05-10,155673249996,MOBILE,66,5,0,6.7
2024-05-10,155673249996,DESKTOP,67,6,0,15.13
2024-05-10,155673250956,DESKTOP,239,11,0,20.77
2024-05-10,155673250956,MOBILE,371,15,0,26.49
2024-05-10,148575862984,DESKTOP,240,15,3,42.72
2024-05-10,148575862984,MOBILE,213,19,4,54.244482
2024-05-09,155673249556,TABLET,1,0,0,0
2024-05-09,155673249556,DESKTOP,18,0,0,0
2024-05-09,155673249556,MOBILE,8,0,0,0
2024-05-09,155673250956,TABLET,6,0,0,0
2024-05-09,148575862984,TABLET,13,0,0,0
2024-05-09,155673249996,TABLET,3,0,0,0
2024-05-09,155673249996,MOBILE,49,2,0,3.53
2024-05-09,155673249996,DESKTOP,49,3,0,3.85
2024-05-09,155673250956,MOBILE,309,12,0,20.76
2024-05-09,155673250956,DESKTOP,214,12,3.426084,34.73
2024-05-09,148575862984,DESKTOP,331,21,3,58.52
2024-05-09,148575862984,MOBILE,285,26,0,41.280454
2024-05-08,155673249556,TABLET,1,0,0,0
2024-05-08,155673249556,DESKTOP,17,0,0,0
2024-05-08,155673250956,TABLET,11,0,0,0
2024-05-08,148575862984,TABLET,4,0,0,0
2024-05-08,155673249996,TABLET,1,0,0,0
2024-05-08,155673249996,MOBILE,55,2,0,1.84
2024-05-08,155673249556,MOBILE,17,5,0,6.67
2024-05-08,155673249996,DESKTOP,109,5,0,14.18
2024-05-08,155673250956,DESKTOP,289,6,1,15.4
2024-05-08,155673250956,MOBILE,344,12,0,13.51
2024-05-08,148575862984,DESKTOP,249,26,6.333334,74.21
2024-05-08,148575862984,MOBILE,195,26,1,34.75
2024-05-07,155673249556,DESKTOP,16,0,0,0
2024-05-07,155673249556,MOBILE,8,0,0,0
2024-05-07,148575862984,TABLET,5,0,0,0
2024-05-07,155673249996,TABLET,3,0,0,0
2024-05-07,155673250956,TABLET,9,2,0,2.35
2024-05-07,155673250956,DESKTOP,208,3,0,3.9
2024-05-07,155673249996,DESKTOP,64,6,0,12.03
2024-05-07,155673249996,MOBILE,68,7,0.04322,24.98
2024-05-07,155673250956,MOBILE,253,11,3,15.28
2024-05-07,148575862984,DESKTOP,289,26,4.304077,70.6
2024-05-07,148575862984,MOBILE,217,29,1.26422,31.45
2024-05-06,155673249556,DESKTOP,8,0,0,0
2024-05-06,155673249556,MOBILE,5,0,0,0
2024-05-06,155673250956,TABLET,10,0,0,0
2024-05-06,148575862984,TABLET,4,0,0,0
2024-05-06,155673249996,TABLET,10,0,0,0
2024-05-06,155673249996,DESKTOP,55,0,0,0
2024-05-06,155673249996,MOBILE,67,1,0,1.68
2024-05-06,155673250956,MOBILE,274,7,0.043218,12.57
2024-05-06,155673250956,DESKTOP,230,9,0.384919,27.57
2024-05-06,148575862984,DESKTOP,286,23,2.27214,71.12103
2024-05-06,148575862984,MOBILE,301,32,1.961429,31.971886
2024-05-05,155673249556,TABLET,3,0,0,0
2024-05-05,155673249556,DESKTOP,18,0,0,0
2024-05-05,155673250956,TABLET,14,0,0,0
2024-05-05,155673249996,TABLET,1,0,0,0
2024-05-05,155673249556,MOBILE,9,1,0,0.8
2024-05-05,148575862984,TABLET,6,1,0,0.33
2024-05-05,155673250956,DESKTOP,224,2,0,2.63
2024-05-05,155673249996,DESKTOP,86,3,0,9.8
2024-05-05,155673249996,MOBILE,134,9,1,12.88
2024-05-05,148575862984,DESKTOP,220,11,3.748885,44.81
2024-05-05,155673250956,MOBILE,595,27,7,37.39
2024-05-05,148575862984,MOBILE,480,45,8.805785,57.94
2024-05-04,155673250956,TABLET,11,0,0,0
2024-05-04,148575862984,TABLET,8,0,0,0
2024-05-04,155673249556,MOBILE,16,1,0,1.65
2024-05-04,155673249996,TABLET,9,1,0,4.19
2024-05-04,155673249996,MOBILE,84,3,0,2
2024-05-04,155673249556,DESKTOP,18,4,0,5.52
2024-05-04,155673249996,DESKTOP,60,6,0,10.45
2024-05-04,155673250956,DESKTOP,193,9,0,18.27
2024-05-04,148575862984,DESKTOP,166,14,7.251115,70.78
2024-05-04,155673250956,MOBILE,370,20,1,30.66
2024-05-04,148575862984,MOBILE,308,42,2.947785,33.42
2024-05-03,155673249556,TABLET,1,0,0,0
2024-05-03,155673249556,DESKTOP,5,0,0,0
2024-05-03,155673249556,MOBILE,6,0,0,0
2024-05-03,155673250956,TABLET,5,0,0,0
2024-05-03,148575862984,TABLET,2,0,0,0
2024-05-03,155673249996,TABLET,4,0,0,0
2024-05-03,155673249996,DESKTOP,78,5,0,20.38
2024-05-03,155673249996,MOBILE,97,8,0,11.37
2024-05-03,155673250956,DESKTOP,167,10,1,18.84
2024-05-03,155673250956,MOBILE,214,15,1,17.85
2024-05-03,148575862984,DESKTOP,250,20,1,67.9
2024-05-03,148575862984,MOBILE,254,23,0,32.09
2024-05-02,155673249556,DESKTOP,12,0,0,0
2024-05-02,155673249556,MOBILE,7,0,0,0
2024-05-02,155673249556,TABLET,2,0,0,0
2024-05-02,155673250956,TABLET,13,0,0,0
2024-05-02,148575862984,TABLET,8,0,0,0
2024-05-02,155673249996,TABLET,5,0,0,0
2024-05-02,155673249996,MOBILE,126,6,0,7.19
2024-05-02,155673249996,DESKTOP,147,7,1,9.56
2024-05-02,155673250956,DESKTOP,266,16,4,30.54
2024-05-02,155673250956,MOBILE,343,21,0,25.84
2024-05-02,148575862984,DESKTOP,215,22,3,61.36
2024-05-02,148575862984,MOBILE,182,27,7,39.760798
2024-05-01,155673249556,MOBILE,5,0,0,0
2024-05-01,155673249996,TABLET,2,0,0,0
2024-05-01,155673249556,DESKTOP,9,1,0,0.78
2024-05-01,155673250956,TABLET,9,1,0,2.3
2024-05-01,148575862984,TABLET,6,1,0,0.69
2024-05-01,155673249996,DESKTOP,110,1,0,3.36
2024-05-01,155673250956,MOBILE,285,7,0,8.28
2024-05-01,155673249996,MOBILE,107,9,1.53609,9.69
2024-05-01,155673250956,DESKTOP,205,16,1.692689,35.63
2024-05-01,148575862984,DESKTOP,265,19,0,68.07
2024-05-01,148575862984,MOBILE,259,31,1,33.02
2024-04-30,155673249556,DESKTOP,2,0,0,0
2024-04-30,155673249556,MOBILE,3,0,0,0
2024-04-30,155673250956,TABLET,3,0,0,0
2024-04-30,148575862984,TABLET,9,0,0,0
2024-04-30,155673249996,MOBILE,33,1,0.361805,2.73
2024-04-30,155673249996,TABLET,4,3,0,12.84
2024-04-30,155673250956,MOBILE,101,4,0,4.96
2024-04-30,155673249996,DESKTOP,31,5,0.295698,15.63
2024-04-30,155673250956,DESKTOP,72,6,0.295698,12.6
2024-04-30,148575862984,DESKTOP,244,18,0.89275,61.86
2024-04-30,148575862984,MOBILE,208,19,3,23.34
2024-04-29,155673249556,TABLET,2,0,0,0
2024-04-29,155673249556,DESKTOP,4,0,0,0
2024-04-29,155673250956,TABLET,9,0,0,0
2024-04-29,148575862984,TABLET,2,0,0,0
2024-04-29,155673249556,MOBILE,8,1,0,0.83
2024-04-29,155673249996,TABLET,5,1,1,2.36
2024-04-29,155673249996,DESKTOP,97,3,0,6.69
2024-04-29,155673250956,DESKTOP,174,7,1,16.68
2024-04-29,155673250956,MOBILE,263,10,0,11.74
2024-04-29,155673249996,MOBILE,106,15,1.18045,23.05
2024-04-29,148575862984,DESKTOP,237,22,5.220156,62.28
2024-04-29,148575862984,MOBILE,146,25,1.570549,28.66
2024-04-28,155673249556,DESKTOP,5,0,0,0
2024-04-28,155673249556,MOBILE,8,0,0,0
2024-04-28,155673250956,TABLET,24,0,0,0
2024-04-28,148575862984,TABLET,2,0,0,0
2024-04-28,155673249996,TABLET,7,1,0,0.81
2024-04-28,155673249996,DESKTOP,93,6,3,12.15
2024-04-28,155673250956,DESKTOP,255,8,3,20.62
2024-04-28,155673249996,MOBILE,173,8,1.232605,9.64
2024-04-28,148575862984,DESKTOP,141,12,9,37.32
2024-04-28,155673250956,MOBILE,490,18,1,25.17
2024-04-28,148575862984,MOBILE,226,27,5.925059,57.76
2024-04-27,155673249556,MOBILE,6,0,0,0
2024-04-27,155673249556,DESKTOP,9,0,0,0
2024-04-27,155673250956,TABLET,14,1,0,1.88
2024-04-27,155673249996,TABLET,5,1,1,2.93
2024-04-27,148575862984,TABLET,7,2,0,2.14
2024-04-27,155673250956,DESKTOP,160,3,0,5.93
2024-04-27,155673249996,DESKTOP,98,7,0,21.1
2024-04-27,155673249996,MOBILE,172,8,3,11.79
2024-04-27,148575862984,DESKTOP,130,11,2.714128,37
2024-04-27,155673250956,MOBILE,392,13,0,17.55
2024-04-27,148575862984,MOBILE,260,42,1.795859,55.64
2024-04-26,155673249556,DESKTOP,6,1,0,3.53
2024-04-26,155673249556,MOBILE,18,1,0,1.22
2024-04-26,155673250956,TABLET,15,1,0,1.9
2024-04-26,148575862984,TABLET,8,1,0,1.79
2024-04-26,155673249996,TABLET,4,2,1,16.66
2024-04-26,155673250956,DESKTOP,226,5,0,9.33
2024-04-26,155673249996,DESKTOP,100,5,3,8.58
2024-04-26,155673249996,MOBILE,140,11,0.453053,17.5
2024-04-26,155673250956,MOBILE,300,12,0,16.52
2024-04-26,148575862984,DESKTOP,241,17,0.902424,45.48
2024-04-26,148575862984,MOBILE,235,30,3.499486,47.23
2024-04-25,155673249556,MOBILE,20,0,0,0
2024-04-25,155673249556,TABLET,1,0,0,0
2024-04-25,155673250956,TABLET,20,0,0,0
2024-04-25,148575862984,TABLET,6,0,0,0
2024-04-25,155673249556,DESKTOP,23,1,0,1.08
2024-04-25,155673249996,TABLET,2,1,1,2.36
2024-04-25,155673249996,DESKTOP,102,4,0,5.34
2024-04-25,155673250956,DESKTOP,306,8,0,18.56
2024-04-25,155673249996,MOBILE,152,11,0.382543,21.63
2024-04-25,155673250956,MOBILE,452,16,0.5,16.22
2024-04-25,148575862984,DESKTOP,281,17,9.33634,46.24
2024-04-25,148575862984,MOBILE,240,35,0.882544,48.077611
2024-04-24,155673249556,TABLET,1,0,0,0
2024-04-24,155673249556,DESKTOP,18,0,0,0
2024-04-24,155673249556,MOBILE,14,0,0,0
2024-04-24,155673249996,TABLET,4,0,0,0
2024-04-24,148575862984,TABLET,7,1,0,4.3
2024-04-24,155673250956,TABLET,14,2,0,3.05
2024-04-24,155673249996,MOBILE,102,2,0,1.61
2024-04-24,155673250956,DESKTOP,292,12,3,28.01
2024-04-24,155673249996,DESKTOP,132,15,1.651165,34.54
2024-04-24,148575862984,DESKTOP,279,19,3,49.11
2024-04-24,155673250956,MOBILE,434,20,1,25.145142
2024-04-24,148575862984,MOBILE,252,36,1,46.28
2024-04-23,155673249556,TABLET,2,0,0,0
2024-04-23,148575862984,TABLET,1,0,0,0
2024-04-23,155673249996,TABLET,5,0,0,0
2024-04-23,155673249556,MOBILE,27,1,0,1.32
2024-04-23,155673249556,DESKTOP,31,3,0,3.67
2024-04-23,155673250956,TABLET,22,3,1,6.53
2024-04-23,155673249996,DESKTOP,115,8,0,15.81
2024-04-23,155673249996,MOBILE,126,9,1.132502,10.83
2024-04-23,155673250956,DESKTOP,344,11,3,21.2
2024-04-23,148575862984,DESKTOP,303,19,7,49.83
2024-04-23,155673250956,MOBILE,564,32,8.47458,45.78
2024-04-23,148575862984,MOBILE,287,36,7.623548,50.92
2024-04-22,155673250956,TABLET,12,0,0,0
2024-04-22,148575862984,TABLET,4,1,0,3.27
2024-04-22,155673249556,MOBILE,39,2,0,1.22
2024-04-22,155673249996,MOBILE,118,3,0.407064,2.02
2024-04-22,155673249996,TABLET,7,3,0,10.56
2024-04-22,155673249556,DESKTOP,31,5,0,13.27
2024-04-22,155673249996,DESKTOP,105,7,0,8.58
2024-04-22,155673250956,DESKTOP,294,10,0,21.16
2024-04-22,155673250956,MOBILE,415,13,1,18.02
2024-04-22,148575862984,DESKTOP,238,22,5,63.62
2024-04-22,148575862984,MOBILE,231,32,1.052215,34.27
2024-04-21,155673250956,TABLET,12,0,0,0
2024-04-21,155673249996,TABLET,3,0,0,0
2024-04-21,155673249556,DESKTOP,11,1,0,0.48
2024-04-21,155673249996,DESKTOP,29,1,0,2.77
2024-04-21,148575862984,TABLET,19,2,0,2.72
2024-04-21,155673249556,MOBILE,21,3,0,2.63
2024-04-21,155673250956,DESKTOP,138,4,0,6.05
2024-04-21,155673249996,MOBILE,72,7,0,6.35
2024-04-21,148575862984,DESKTOP,165,12,3,46.45
2024-04-21,155673250956,MOBILE,290,16,1,20.34
2024-04-21,148575862984,MOBILE,289,41,0,58.99
2024-04-20,155673249996,TABLET,3,0,0,0
2024-04-20,155673249556,MOBILE,10,1,0,2.56
2024-04-20,155673250956,TABLET,13,1,1,5.25
2024-04-20,148575862984,TABLET,9,1,0,0.92
2024-04-20,155673249996,DESKTOP,40,1,0,1.95
2024-04-20,155673249556,DESKTOP,9,2,0,2.51
2024-04-20,155673250956,DESKTOP,110,3,0,8.2
2024-04-20,155673249996,MOBILE,72,4,0,2.57
2024-04-20,155673250956,MOBILE,281,7,0,11
2024-04-20,148575862984,DESKTOP,143,13,1,37.92
2024-04-20,148575862984,MOBILE,296,41,0,49.43
2024-04-19,155673249556,DESKTOP,9,0,0,0
2024-04-19,155673249996,TABLET,4,0,0,0
2024-04-19,155673249556,MOBILE,8,1,0,0.58
2024-04-19,155673250956,TABLET,4,1,0,1.82
2024-04-19,148575862984,TABLET,5,1,0,0.11
2024-04-19,155673250956,DESKTOP,205,5,3,9.48
2024-04-19,155673250956,MOBILE,219,6,0,5.02
2024-04-19,155673249996,DESKTOP,90,6,0,16.4
2024-04-19,155673249996,MOBILE,105,8,0,12.18
2024-04-19,148575862984,DESKTOP,180,19,1,55.76
2024-04-19,148575862984,MOBILE,229,35,3,42.513831
2024-04-18,155673249556,DESKTOP,5,0,0,0
2024-04-18,155673250956,TABLET,12,0,0,0
2024-04-18,148575862984,TABLET,7,0,0,0
2024-04-18,155673249996,TABLET,3,0,0,0
2024-04-18,155673249556,MOBILE,16,2,0,2.52
2024-04-18,155673249996,DESKTOP,108,5,0,9.21
2024-04-18,155673249996,MOBILE,101,11,3,16.48
2024-04-18,155673250956,DESKTOP,208,12,4,24.34
2024-04-18,155673250956,MOBILE,307,13,0,10.13
2024-04-18,148575862984,DESKTOP,231,22,4,59.439376
2024-04-18,148575862984,MOBILE,194,30,6,41.94282
2024-04-17,155673249556,DESKTOP,9,0,0,0
2024-04-17,155673249556,MOBILE,6,0,0,0
2024-04-17,155673250956,TABLET,7,0,0,0
2024-04-17,148575862984,TABLET,2,0,0,0
2024-04-17,155673249996,TABLET,6,0,0,0
2024-04-17,155673249996,DESKTOP,105,4,4,6.98
2024-04-17,155673250956,DESKTOP,185,9,6.070659,15.81
2024-04-17,155673250956,MOBILE,265,11,3,17.32
2024-04-17,155673249996,MOBILE,125,13,1.088704,17.82
2024-04-17,148575862984,DESKTOP,269,20,0,58.31
2024-04-17,148575862984,MOBILE,203,26,2.849371,48.7
2024-04-16,155673249556,TABLET,1,0,0,0
2024-04-16,155673249556,MOBILE,13,0,0,0
2024-04-16,148575862984,TABLET,4,0,0,0
2024-04-16,155673249556,DESKTOP,7,1,0,1.13
2024-04-16,155673250956,TABLET,15,1,0,1.09
2024-04-16,155673249996,TABLET,3,1,0,3.35
2024-04-16,155673249996,DESKTOP,123,9,0,14.85
2024-04-16,155673250956,DESKTOP,252,10,1,21.65
2024-04-16,155673249996,MOBILE,125,11,0,9.68
2024-04-16,155673250956,MOBILE,305,17,0.5,18.53
2024-04-16,148575862984,MOBILE,188,20,2,35.54
2024-04-16,148575862984,DESKTOP,234,21,1,66.58
2024-04-15,155673249556,MOBILE,8,0,0,0
2024-04-15,155673249556,DESKTOP,11,0,0,0
2024-04-15,155673250956,TABLET,11,0,0,0
2024-04-15,148575862984,TABLET,3,0,0,0
2024-04-15,155673249996,TABLET,4,0,0,0
2024-04-15,155673250956,DESKTOP,285,7,3,11.35
2024-04-15,155673249996,DESKTOP,144,7,0,18.09
2024-04-15,155673249996,MOBILE,159,11,0,12.17
2024-04-15,155673250956,MOBILE,396,12,3.883761,11.85
2024-04-15,148575862984,MOBILE,192,20,4,26.983837
2024-04-15,148575862984,DESKTOP,227,30,8.145825,75.22
2024-04-14,155673249556,MOBILE,7,0,0,0
2024-04-14,155673250956,TABLET,15,0,0,0
2024-04-14,155673249996,TABLET,2,0,0,0
2024-04-14,155673249556,DESKTOP,7,1,0,1.46
2024-04-14,148575862984,TABLET,4,1,0,0.74
2024-04-14,155673249996,DESKTOP,86,8,0,7.15
2024-04-14,155673250956,DESKTOP,166,9,1,19.64
2024-04-14,155673249996,MOBILE,112,10,0,18.17
2024-04-14,155673250956,MOBILE,342,12,0,15.05
2024-04-14,148575862984,DESKTOP,112,14,4,40.99
2024-04-14,148575862984,MOBILE,205,39,11,62
2024-04-13,155673249556,MOBILE,8,0,0,0
2024-04-13,155673249556,DESKTOP,6,0,0,0
2024-04-13,155673250956,TABLET,12,0,0,0
2024-04-13,148575862984,TABLET,1,0,0,0
2024-04-13,155673249996,TABLET,8,1,0,1.19
2024-04-13,155673250956,DESKTOP,176,4,0,9.49
2024-04-13,155673249996,DESKTOP,106,5,1,6.23
2024-04-13,155673249996,MOBILE,151,9,4,15.89
2024-04-13,148575862984,DESKTOP,110,15,1,54.08
2024-04-13,155673250956,MOBILE,372,19,4,33.66
2024-04-13,148575862984,MOBILE,245,31,3.049187,48.34
2024-04-12,155673249556,TABLET,1,0,0,0
2024-04-12,155673250956,TABLET,13,0,0,0
2024-04-12,148575862984,TABLET,5,0,0,0
2024-04-12,155673249556,MOBILE,11,1,0,0.59
2024-04-12,155673249556,DESKTOP,9,1,0,0.92
2024-04-12,155673249996,TABLET,7,3,2,2.08
2024-04-12,155673249996,DESKTOP,131,5,0,10.44
2024-04-12,155673250956,DESKTOP,231,13,1.272782,30.76
2024-04-12,155673249996,MOBILE,181,13,3,21.21
2024-04-12,155673250956,MOBILE,465,16,0,23.84
2024-04-12,148575862984,DESKTOP,205,16,2,57.27
2024-04-12,148575862984,MOBILE,209,26,6.012445,41.85
2024-04-11,155673250956,TABLET,12,0,0,0
2024-04-11,155673249556,MOBILE,10,1,0,0.76
2024-04-11,155673249556,DESKTOP,10,1,0,0.6
2024-04-11,148575862984,TABLET,5,1,0,0.66
2024-04-11,155673249996,TABLET,6,3,1,3.11
2024-04-11,155673250956,DESKTOP,267,5,0,10.64
2024-04-11,155673249996,DESKTOP,160,11,0.545564,25.04
2024-04-11,155673249996,MOBILE,165,11,0.203615,31.14
2024-04-11,148575862984,DESKTOP,264,21,3,64.11
2024-04-11,155673250956,MOBILE,442,28,3.90644,44.08
2024-04-11,148575862984,MOBILE,199,29,0.049187,34.139458
2024-04-10,155673249556,DESKTOP,3,0,0,0
2024-04-10,155673249556,MOBILE,7,0,0,0
2024-04-10,155673250956,TABLET,13,0,0,0
2024-04-10,148575862984,TABLET,8,0,0,0
2024-04-10,155673249996,TABLET,7,2,0,2.1
2024-04-10,155673250956,DESKTOP,222,9,2.833334,12.6
2024-04-10,155673249996,MOBILE,127,10,3.01041,32.3
2024-04-10,155673249996,DESKTOP,123,15,3.961795,49.48
2024-04-10,155673250956,MOBILE,363,19,0,23.75
2024-04-10,148575862984,DESKTOP,241,22,4,53.25
2024-04-10,148575862984,MOBILE,243,35,14,52.79
2024-04-09,155673250956,TABLET,10,0,0,0
2024-04-09,148575862984,TABLET,3,0,0,0
2024-04-09,155673249996,TABLET,1,0,0,0
2024-04-09,155673249556,DESKTOP,11,2,0,3.16
2024-04-09,155673249556,MOBILE,15,2,0,5.33
2024-04-09,155673249996,DESKTOP,112,7,0.755004,18.97
2024-04-09,155673250956,DESKTOP,194,10,2.916666,23.4
2024-04-09,155673249996,MOBILE,112,12,3.185633,21.93
2024-04-09,148575862984,DESKTOP,271,16,7,54.05
2024-04-09,155673250956,MOBILE,307,17,0,22.64
2024-04-09,148575862984,MOBILE,276,34,5.001027,49.2
2024-04-08,155673249556,DESKTOP,8,0,0,0
2024-04-08,155673250956,TABLET,5,0,0,0
2024-04-08,148575862984,TABLET,1,0,0,0
2024-04-08,155673249556,MOBILE,11,1,0,1.27
2024-04-08,155673249996,TABLET,3,1,0,3.81
2024-04-08,155673249996,MOBILE,108,6,0,8.17
2024-04-08,155673250956,DESKTOP,191,10,10.98375,36.17
2024-04-08,155673249996,DESKTOP,119,10,1.488911,17.68
2024-04-08,155673250956,MOBILE,281,12,0,15.73
2024-04-08,148575862984,DESKTOP,220,20,4,73.33
2024-04-08,148575862984,MOBILE,200,29,1.986197,37.855
2024-04-07,155673249556,DESKTOP,8,0,0,0
2024-04-07,155673249556,MOBILE,7,0,0,0
2024-04-07,155673250956,TABLET,10,0,0,0
2024-04-07,148575862984,TABLET,2,0,0,0
2024-04-07,155673249996,TABLET,4,1,0,1.31
2024-04-07,155673249996,DESKTOP,76,3,2,8.01
2024-04-07,155673250956,DESKTOP,162,6,0,8.79
2024-04-07,155673249996,MOBILE,145,11,0.969296,18.46
2024-04-07,148575862984,DESKTOP,168,15,2.955126,46.58
2024-04-07,155673250956,MOBILE,343,18,0,22.99
2024-04-07,148575862984,MOBILE,321,43,4.02999,58.63
2024-04-06,155673249556,MOBILE,6,0,0,0
2024-04-06,155673250956,TABLET,15,0,0,0
2024-04-06,148575862984,TABLET,4,0,0,0
2024-04-06,155673249996,TABLET,5,0,0,0
2024-04-06,155673249556,DESKTOP,9,2,0,4.72
2024-04-06,155673249996,DESKTOP,59,4,2,7.48
2024-04-06,155673250956,DESKTOP,146,7,0,12.78
2024-04-06,155673249996,MOBILE,114,11,0,14.81
2024-04-06,155673250956,MOBILE,319,12,0,14.76
2024-04-06,148575862984,DESKTOP,98,13,1,38.42
2024-04-06,148575862984,MOBILE,230,37,3,65.2
2024-04-05,155673249556,MOBILE,13,0,0,0
2024-04-05,155673250956,TABLET,10,0,0,0
2024-04-05,155673249996,TABLET,3,0,0,0
2024-04-05,155673249556,TABLET,1,1,0,1.14
2024-04-05,155673249556,DESKTOP,12,1,0,2.79
2024-04-05,148575862984,TABLET,5,1,3,6.64
2024-04-05,155673249996,DESKTOP,80,5,0,14.1
2024-04-05,155673250956,DESKTOP,237,16,2,43.85
2024-04-05,155673249996,MOBILE,121,16,7.188718,26
2024-04-05,148575862984,DESKTOP,221,17,0,43.78
2024-04-05,155673250956,MOBILE,325,23,3.976927,31.66
2024-04-05,148575862984,MOBILE,256,33,4,52.19
2024-04-04,148575862984,TABLET,7,0,0,0
2024-04-04,155673249996,TABLET,3,0,0,0
2024-04-04,155673249556,DESKTOP,23,1,0,0.93
2024-04-04,155673249556,MOBILE,26,1,0,0.78
2024-04-04,155673250956,TABLET,22,1,0,0.53
2024-04-04,155673249996,DESKTOP,79,5,0,8.55
2024-04-04,155673249996,MOBILE,117,11,0,12.19
2024-04-04,155673250956,DESKTOP,320,12,3,23.12
2024-04-04,155673250956,MOBILE,546,23,0,40.22
2024-04-04,148575862984,DESKTOP,433,40,12,159.43
2024-04-04,148575862984,MOBILE,379,60,0.188716,102.13
2024-04-03,155673249556,TABLET,1,0,0,0
2024-04-03,155673250956,TABLET,19,0,0,0
2024-04-03,148575862984,TABLET,7,0,0,0
2024-04-03,155673249996,TABLET,6,0,0,0
2024-04-03,155673249556,DESKTOP,50,3,0.5,5.31
2024-04-03,155673249556,MOBILE,48,4,0,6.84
2024-04-03,155673249996,MOBILE,128,7,0,8.72
2024-04-03,155673249996,DESKTOP,113,10,0,22.14
2024-04-03,155673250956,DESKTOP,438,23,0.023556,47.7
2024-04-03,155673250956,MOBILE,678,27,1,31.34
2024-04-03,148575862984,DESKTOP,418,32,4.048509,119.9
2024-04-03,148575862984,MOBILE,398,61,18.918255,97.98
2024-04-02,155673249556,TABLET,2,0,0,0
2024-04-02,155673249996,TABLET,3,0,0,0
2024-04-02,148575862984,TABLET,11,1,0,0.66
2024-04-02,155673249556,MOBILE,41,2,0,3.85
2024-04-02,155673250956,TABLET,23,2,0,2.04
2024-04-02,155673249996,DESKTOP,96,2,0,6.05
2024-04-02,155673249556,DESKTOP,66,4,0,9.21
2024-04-02,155673249996,MOBILE,122,10,1,21.38
2024-04-02,155673250956,DESKTOP,485,20,7.691531,52.54
2024-04-02,155673250956,MOBILE,695,28,6,36.24
2024-04-02,148575862984,DESKTOP,446,44,22.977825,179.92
2024-04-02,148575862984,MOBILE,418,64,8.951491,114.16
2024-04-01,155673249556,TABLET,1,0,0,0
2024-04-01,155673249556,MOBILE,48,0,0,0
2024-04-01,148575862984,TABLET,6,0,0,0
2024-04-01,155673249996,TABLET,5,0,0,0
2024-04-01,155673250956,TABLET,19,1,0,2.96
2024-04-01,155673249556,DESKTOP,35,4,0,7.18
2024-04-01,155673249996,MOBILE,149,6,1,9.6
2024-04-01,155673249996,DESKTOP,109,8,0,10.3
2024-04-01,155673250956,DESKTOP,486,12,3,28.23
2024-04-01,148575862984,DESKTOP,347,26,5.234405,119.39
2024-04-01,148575862984,MOBILE,364,46,6,89
2024-04-01,155673250956,MOBILE,846,49,1,277.82
2024-03-31,155673250956,TABLET,28,0,0,0
2024-03-31,155673249996,TABLET,5,1,0,0.79
2024-03-31,155673249556,MOBILE,45,2,0,2.65
2024-03-31,155673249556,DESKTOP,25,3,0,3.72
2024-03-31,148575862984,TABLET,9,4,0,9.3
2024-03-31,155673249996,DESKTOP,87,4,0.388972,10.18
2024-03-31,155673250956,DESKTOP,303,8,0.388971,35.035666
2024-03-31,155673249996,MOBILE,145,10,1,14.93
2024-03-31,148575862984,DESKTOP,174,17,5,85.56
2024-03-31,155673250956,MOBILE,797,36,0.020755,64.44
2024-03-31,148575862984,MOBILE,321,45,4.060289,58.65
2024-03-30,155673249556,TABLET,2,0,0,0
2024-03-30,155673250956,TABLET,7,0,0,0
2024-03-30,148575862984,TABLET,3,0,0,0
2024-03-30,155673249996,TABLET,2,0,0,0
2024-03-30,155673249556,DESKTOP,18,1,0,4.61
2024-03-30,155673249996,DESKTOP,66,3,0,6.22
2024-03-30,155673249556,MOBILE,31,4,0,4.45
2024-03-30,155673249996,MOBILE,97,8,1,6.62
2024-03-30,148575862984,DESKTOP,159,11,4,33.78
2024-03-30,155673250956,DESKTOP,197,12,0.129424,29.52
2024-03-30,155673250956,MOBILE,534,23,3,32.27
2024-03-30,148575862984,MOBILE,309,61,2.256822,105.63
2024-03-29,155673249556,MOBILE,32,0,0,0
2024-03-29,155673249996,TABLET,8,0,0,0
2024-03-29,155673249556,DESKTOP,26,1,0,1.35
2024-03-29,155673249556,TABLET,3,1,0,1.98
2024-03-29,155673250956,TABLET,13,1,0,1.19
2024-03-29,148575862984,TABLET,6,1,0,1.36
2024-03-29,155673249996,MOBILE,111,5,0,4.8
2024-03-29,155673249996,DESKTOP,81,7,0,23.73
2024-03-29,155673250956,DESKTOP,213,8,0,19.43
2024-03-29,148575862984,DESKTOP,259,22,5,88.33
2024-03-29,155673250956,MOBILE,481,23,0,40
2024-03-29,148575862984,MOBILE,280,42,7.004032,56.76
2024-03-28,155673249556,TABLET,1,0,0,0
2024-03-28,155673250956,TABLET,9,1,0,2
2024-03-28,148575862984,TABLET,9,1,0,4.26
2024-03-28,155673249996,TABLET,2,1,0,0.67
